df1_index,df2_index,Song Name (df1),Artist (df1),Song Name (df2),Artist (df2)
2250,2337,One Right Now,Post Malone & The Weeknd,All About Us,He Is We
2251,2337,Doin' This,Luke Combs,All About Us,He Is We
2252,2337,Sweetest Pie,Megan Thee Stallion & Dua Lipa,All About Us,He Is We
2253,2337,Provenza,Karol G,All About Us,He Is We
2254,1065,Free Mind,Tems,Free! Free! Free!,竹内アンナ
2255,2337,Victoria's Secret,Jax,All About Us,He Is We
2256,2337,Broadway Girls,Lil Durk Featuring Morgan Wallen,All About Us,He Is We
2257,2337,Good 4 U,Olivia Rodrigo,All About Us,He Is We
2258,2337,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",All About Us,He Is We
2259,2337,Hrs And Hrs,Muni Long,All About Us,He Is We
2260,2337,Beers On Me,"Dierks Bentley, BRELAND & HARDY",All About Us,He Is We
2261,386,23,Sam Hunt,Now & Forever (feat. SONPUB & 向井太一),香取慎吾
2262,2337,Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde,All About Us,He Is We
2263,2337,Pushin P,Gunna & Future Featuring Young Thug,All About Us,He Is We
2264,2337,Never Say Never,Cole Swindell / Lainey Wilson,All About Us,He Is We
2265,2337,Trouble With A Heartbreak,Jason Aldean,All About Us,He Is We
2266,2337,If I Was A Cowboy,Miranda Lambert,All About Us,He Is We
2267,2337,She's All I Wanna Be,Tate McRae,All About Us,He Is We
2268,2337,MAMIII,Becky G X Karol G,All About Us,He Is We
2269,2337,To The Moon!,JNR CHOI & Sam Tompkins,All About Us,He Is We
2270,1230,Bam Bam,Camila Cabello Featuring Ed Sheeran,Cry for Me,Camila Cabello
2271,2337,What Happened To Virgil,Lil Durk Featuring Gunna,All About Us,He Is We
2272,2337,Bones,Imagine Dragons,All About Us,He Is We
2273,2337,Ghost Story,Carrie Underwood,All About Us,He Is We
2274,2337,Damn Strait,Scotty McCreery,All About Us,He Is We
2275,386,Take My Name,Parmalee,Now & Forever (feat. SONPUB & 向井太一),香取慎吾
2276,2337,Despues de La Playa,Bad Bunny,All About Us,He Is We
2277,2337,Thought You Should Know,Morgan Wallen,All About Us,He Is We
2278,2337,Party,Bad Bunny & Rauw Alejandro,All About Us,He Is We
2279,2337,Tarot,Bad Bunny & Jhay Cortez,All About Us,He Is We
2280,2337,Ojitos Lindos,Bad Bunny & Bomba Estereo,All About Us,He Is We
2281,2337,Hotel Lobby (Unc And Phew),Quavo & Takeoff,All About Us,He Is We
2282,1133,Like I Love Country Music,Kane Brown,Love It If We Made It,The 1975
2283,2337,Running Up That Hill (A Deal With God),Kate Bush,All About Us,He Is We
2284,2337,Sleazy Flow,SleazyWorld Go Featuring Lil Baby,All About Us,He Is We
2285,2337,F.N.F. (Let's Go),Hitkidd & GloRilla,All About Us,He Is We
2286,2337,Last Night Lonely,Jon Pardi,All About Us,He Is We
2287,2337,Glimpse Of Us,Joji,All About Us,He Is We
2288,2337,Wishful Drinking,Ingrid Andress With Sam Hunt,All About Us,He Is We
2289,2337,Unstoppable,Sia,All About Us,He Is We
2290,386,All Mine,Brent Faiyaz,Now & Forever (feat. SONPUB & 向井太一),香取慎吾
2291,2337,I Hate U,SZA,All About Us,He Is We
2292,2337,Fancy Like,Walker Hayes,All About Us,He Is We
2293,2337,Sand In My Boots,Morgan Wallen,All About Us,He Is We
2294,2337,Surface Pressure,Jessica Darrow,All About Us,He Is We
2295,2337,Fingers Crossed,Lauren Spencer-Smith,All About Us,He Is We
2296,2337,Me Or Sum,"Nardo Wick, Lil Baby & Future",All About Us,He Is We
2297,2337,Puffin On Zootiez,Future,All About Us,He Is We
2298,386,Last Last,Burna Boy,Now & Forever (feat. SONPUB & 向井太一),香取慎吾
2299,2337,Cuff It,Beyonce,All About Us,He Is We
2300,2337,Snooze,SZA,All About Us,He Is We
2301,2337,Kill Bill,SZA,All About Us,He Is We
2302,2337,Last Night,Morgan Wallen,All About Us,He Is We
2303,2337,Flowers,Miley Cyrus,All About Us,He Is We
2304,1811,Anti-Hero,Taylor Swift,22,Taylor Swift
2305,2337,Creepin',"Metro Boomin, The Weeknd & 21 Savage",All About Us,He Is We
2306,1133,Everything I Love,Morgan Wallen,Love It If We Made It,The 1975
2307,2337,Calm Down,Rema & Selena Gomez,All About Us,He Is We
2308,2337,Thinkin' Bout Me,Morgan Wallen,All About Us,He Is We
2309,2337,Fast Car,Luke Combs,All About Us,He Is We
2310,2337,Need A Favor,Jelly Roll,All About Us,He Is We
2311,1133,Love You Anyway,Luke Combs,Love It If We Made It,The 1975
2312,2337,Thought You Should Know,Morgan Wallen,All About Us,He Is We
2313,2337,I'm Good (Blue),David Guetta & Bebe Rexha,All About Us,He Is We
2314,2337,Something In The Orange,Zach Bryan,All About Us,He Is We
2315,2337,Next Thing You Know,Jordan Davis,All About Us,He Is We
2316,2337,Daylight,David Kushner,All About Us,He Is We
2317,2337,You Proof,Morgan Wallen,All About Us,He Is We
2318,1811,Cruel Summer,Taylor Swift,22,Taylor Swift
2319,2337,Sure Thing,Miguel,All About Us,He Is We
2320,2337,What It Is (Block Boy),Doechii Featuring Kodak Black,All About Us,He Is We
2321,2337,Thank God,Kane Brown With Katelyn Brown,All About Us,He Is We
2322,2337,One Thing At A Time,Morgan Wallen,All About Us,He Is We
2323,2337,Favorite Song,Toosii,All About Us,He Is We
2324,2337,Under The Influence,Chris Brown,All About Us,He Is We
2325,2337,Rock And A Hard Place,Bailey Zimmerman,All About Us,He Is We
2326,2337,Players,Coi Leray,All About Us,He Is We
2327,2337,Dance The Night,Dua Lipa,All About Us,He Is We
2328,2337,Truck Bed,HARDY,All About Us,He Is We
2329,2337,Fukumean,Gunna,All About Us,He Is We
2330,2337,Tennessee Orange,Megan Moroney,All About Us,He Is We
2331,70,Cupid,Fifty Fifty,Call You Mine,The Chainsmokers
2332,2337,Religiously,Bailey Zimmerman,All About Us,He Is We
2333,1633,Save Me,Jelly Roll With Lainey Wilson,Save It For The Bedroom,You Me At Six
2334,2337,All My Life,Lil Durk Featuring J. Cole,All About Us,He Is We
2335,386,As It Was,Harry Styles,Now & Forever (feat. SONPUB & 向井太一),香取慎吾
2336,2337,Dancin' In The Country,Tyler Hubbard,All About Us,He Is We
2337,2337,Die For You,The Weeknd & Ariana Grande,All About Us,He Is We
2338,2337,Ella Baila Sola,Eslabon Armado X Peso Pluma,All About Us,He Is We
2339,2337,La Bebe,Yng Lvcas x Peso Pluma,All About Us,He Is We
2340,2337,Vampire,Olivia Rodrigo,All About Us,He Is We
2341,1971,Unholy,Sam Smith & Kim Petras,Another One,Kim Petras
2342,2337,Just Wanna Rock,Lil Uzi Vert,All About Us,He Is We
2343,2337,Spin Bout U,Drake & 21 Savage,All About Us,He Is We
2344,2337,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice,All About Us,He Is We
2345,43,What Was I Made For?,Billie Eilish,bad guy (with Justin Bieber),Billie Eilish
2346,2337,Rich Flex,Drake & 21 Savage,All About Us,He Is We
2347,2337,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown",All About Us,He Is We
2348,801,Barbie World,Nicki Minaj & Ice Spice With Aqua,Around The World,Aqua
2349,2337,White Horse,Chris Stapleton,All About Us,He Is We
2350,1811,Lavender Haze,Taylor Swift,22,Taylor Swift
2351,2337,Escapism,RAYE Featuring 070 Shake,All About Us,He Is We
2352,2337,Que Vuelvas,Carin Leon X Grupo Frontera,All About Us,He Is We
2353,2337,Bebe Dame,Fuerza Regida X Grupo Frontera,All About Us,He Is We
2354,2337,Handle On You,Parker McCollum,All About Us,He Is We
2355,2337,Wild As Her,Corey Kent,All About Us,He Is We
2356,2337,AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano",All About Us,He Is We
2357,2337,Dawns,Zach Bryan Featuring Maggie Rogers,All About Us,He Is We
2358,2337,PRC,Peso Pluma X Natanael Cano,All About Us,He Is We
2359,2337,TQG,Karol G x Shakira,All About Us,He Is We
2360,2337,Ain't That Some,Morgan Wallen,All About Us,He Is We
2361,2337,Cowgirls,Morgan Wallen Featuring ERNEST,All About Us,He Is We
2362,2337,Por Las Noches,Peso Pluma,All About Us,He Is We
2363,2337,ICU,Coco Jones,All About Us,He Is We
2364,2337,Eyes Closed,Ed Sheeran,All About Us,He Is We
2365,2337,Memory Lane,Old Dominion,All About Us,He Is We
2366,2337,Fight The Feeling,Rod Wave,All About Us,He Is We
2367,2337,Search & Rescue,Drake,All About Us,He Is We
2368,2337,Princess Diana,Ice Spice & Nicki Minaj,All About Us,He Is We
2369,2337,Chemical,Post Malone,All About Us,He Is We
2370,2337,Un x100to,Grupo Frontera X Bad Bunny,All About Us,He Is We
2371,386,See You Again,"Tyler, The Creator Featuring Kali Uchis",Now & Forever (feat. SONPUB & 向井太一),香取慎吾
2372,2337,Where She Goes,Bad Bunny,All About Us,He Is We
2373,1811,Karma,Taylor Swift Featuring Ice Spice,22,Taylor Swift
2374,2337,Peaches & Eggplants,Young Nudy Featuring 21 Savage,All About Us,He Is We
2375,2337,Lady Gaga,"Peso Pluma, Gabito Ballesteros & Junior H",All About Us,He Is We
2376,2337,Watermelon Moonshine,Lainey Wilson,All About Us,He Is We
2377,2337,LaLa,Myke Towers,All About Us,He Is We
2378,2337,Try That In A Small Town,Jason Aldean,All About Us,He Is We
2379,2337,I Know ?,Travis Scott,All About Us,He Is We
2380,2337,Nonsense,Sabrina Carpenter,All About Us,He Is We
2381,2337,Human,Cody Johnson,All About Us,He Is We
2382,2337,I Wrote The Book,Morgan Wallen,All About Us,He Is We
2383,2337,Bury Me In Georgia,Kane Brown,All About Us,He Is We
2384,2337,Popular,"The Weeknd, Playboi Carti & Madonna",All About Us,He Is We
2385,2337,Meltdown,Travis Scott Featuring Drake,All About Us,He Is We
2386,2337,Paint The Town Red,Doja Cat,All About Us,He Is We
2387,2337,Wait In The Truck,HARDY Featuring Lainey Wilson,All About Us,He Is We
2388,2337,Bloody Mary,Lady Gaga,All About Us,He Is We
2389,2337,Dial Drunk,Noah Kahan With Post Malone,All About Us,He Is We
2390,2337,Good Good,"Usher, Summer Walker & 21 Savage",All About Us,He Is We
2391,2337,Qlona,Karol G & Peso Pluma,All About Us,He Is We
2392,2337,Lose Control,Teddy Swims,All About Us,He Is We
2393,2337,Heart Like A Truck,Lainey Wilson,All About Us,He Is We
2394,2337,Yandel 150,Yandel & Feid,All About Us,He Is We
2395,2337,Trance,"Metro Boomin, Travis Scott & Young Thug",All About Us,He Is We
2396,2337,Your Heart Or Mine,Jon Pardi,All About Us,He Is We
2397,2337,TQM,Fuerza Regida,All About Us,He Is We
2398,2337,Rich Men North Of Richmond,Oliver Anthony Music,All About Us,He Is We
2399,2337,Bad Idea Right?,Olivia Rodrigo,All About Us,He Is We
